縣市別代碼,年月別,商品性質別分類,原始值[統計數值],年增率[%]
63000,89年7月,商品類-耐久性消費品,145.67,-0.31
63000,89年7月,服務類,83.66,2.39
63000,89年7月,服務類(不含食物),86.37,2.93
63000,89年7月,服務類-外食費,71.51,-0.69
63000,89年7月,服務類-衣著,76.32,4.06
63000,89年7月,服務類-居住,95.51,0.18
63000,89年7月,服務類-交通及通訊,90.45,4.25
63000,89年7月,服務類-醫藥保健,72.85,11.05
63000,89年7月,服務類-教養娛樂,69.58,4.98
63000,89年7月,服務類-教養,86.16,4.8
63000,89年7月,服務類-娛樂,55.61,5.14
63000,89年7月,服務類-雜項,88.87,8.33
63000,89年8月,總指數(含食物),81.15,0.87
63000,89年8月,商品類(含食物),77.67,-0.63
63000,89年8月,商品類(不含食物),97.91,0.93
63000,89年8月,商品類-非耐久性消費品(含食物),65.1,-1.02
63000,89年8月,商品類-非耐久性消費品(不含食物),83.4,2.43
63000,89年8月,商品類-半耐久性消費品,87.13,-0.31
63000,89年8月,商品類-耐久性消費品,145.5,0.36
63000,89年8月,服務類,83.66,1.99
63000,89年8月,服務類(不含食物),86.41,2.38
63000,89年8月,服務類-外食費,71.34,-0.24
63000,89年8月,服務類-衣著,76.32,4.06
63000,89年8月,服務類-居住,95.54,0.21
63000,89年8月,服務類-交通及通訊,91.25,5.19
63000,89年8月,服務類-醫藥保健,72.85,0.64
63000,89年8月,服務類-教養娛樂,69.36,3.55
63000,89年8月,服務類-教養,86.22,4.86
63000,89年8月,服務類-娛樂,55.19,2.05
63000,89年8月,服務類-雜項,88.95,8.42
63000,89年9月,總指數(含食物),82.05,1.8
63000,89年9月,商品類(含食物),78.57,0.91
63000,89年9月,商品類(不含食物),97.9,1.01
63000,89年9月,商品類-非耐久性消費品(含食物),66.46,1.56
63000,89年9月,商品類-非耐久性消費品(不含食物),84,3.08
63000,89年9月,商品類-半耐久性消費品,86.33,-1.08
63000,89年9月,商品類-耐久性消費品,145.5,0.62
63000,89年9月,服務類,84.6,2.47
63000,89年9月,服務類(不含食物),87.5,2.9
63000,89年9月,服務類-外食費,71.52,-0.04
63000,89年9月,服務類-衣著,76.32,4.06
63000,89年9月,服務類-居住,95.74,0.25
63000,89年9月,服務類-交通及通訊,92.53,4.89
63000,89年9月,服務類-醫藥保健,72.85,0.64
63000,89年9月,服務類-教養娛樂,71.35,8.04
63000,89年9月,服務類-教養,90.27,7.43
63000,89年9月,服務類-娛樂,55.59,8.79
63000,89年9月,服務類-雜項,91.64,3.06
63000,89年10月,總指數(含食物),82.23,1.2
63000,89年10月,商品類(含食物),79.23,-0.36
63000,89年10月,商品類(不含食物),100.97,0.28
63000,89年10月,商品類-非耐久性消費品(含食物),65.04,0.45
63000,89年10月,商品類-非耐久性消費品(不含食物),82.58,3.93
63000,89年10月,商品類-半耐久性消費品,98.64,-2.21
63000,89年10月,商品類-耐久性消費品,143.25,-1.1
63000,89年10月,服務類,84.38,2.39
63000,89年10月,服務類(不含食物),87.24,2.82
63000,89年10月,服務類-外食費,71.52,-0.04
63000,89年10月,服務類-衣著,76.32,4.06
63000,89年10月,服務類-居住,95.64,0.17
63000,89年10月,服務類-交通及通訊,92.56,5.3
63000,89年10月,服務類-醫藥保健,72.85,0.64
63000,89年10月,服務類-教養娛樂,71.48,8.8
63000,89年10月,服務類-教養,90.27,7.46
63000,89年10月,服務類-娛樂,55.81,10.45
63000,89年10月,服務類-雜項,88.95,0.4
63000,89年11月,總指數(含食物),82.66,2.19
63000,89年11月,商品類(含食物),80.33,1.83
63000,89年11月,商品類(不含食物),101.27,0.45
63000,89年11月,商品類-非耐久性消費品(含食物),66.33,3.71
63000,89年11月,商品類-非耐久性消費品(不含食物),82.64,3.38
63000,89年11月,商品類-半耐久性消費品,100.04,-0.8
63000,89年11月,商品類-耐久性消費品,142.26,-1.56
63000,89年11月,服務類,84.29,2.51
63000,89年11月,服務類(不含食物),87.15,2.98
63000,89年11月,服務類-外食費,71.39,-0.22
63000,89年11月,服務類-衣著,76.32,4.06
63000,89年11月,服務類-居住,95.64,0.16
63000,89年11月,服務類-交通及通訊,92.6,5.6
63000,89年11月,服務類-醫藥保健,72.85,0.64
63000,89年11月,服務類-教養娛樂,71.19,9.41
63000,89年11月,服務類-教養,90.27,7.46
63000,89年11月,服務類-娛樂,55.32,11.87
63000,89年11月,服務類-雜項,88.95,0.5
63000,89年12月,總指數(含食物),82.12,1.78
63000,89年12月,商品類(含食物),78.82,0.7
63000,89年12月,商品類(不含食物),100.53,-0.26
63000,89年12月,商品類-非耐久性消費品(含食物),64.76,2.39
63000,89年12月,商品類-非耐久性消費品(不含食物),82.53,2.79
63000,89年12月,商品類-半耐久性消費品,98.38,-1.79
63000,89年12月,商品類-耐久性消費品,141.72,-2.08
63000,89年12月,服務類,84.49,2.59
63000,89年12月,服務類(不含食物),87.37,3.04
63000,89年12月,服務類-外食費,71.53,-0.03
63000,89年12月,服務類-衣著,76.32,2.39
63000,89年12月,服務類-居住,95.59,0.02
63000,89年12月,服務類-交通及通訊,93.91,6.95
63000,89年12月,服務類-醫藥保健,72.85,0.64
63000,89年12月,服務類-教養娛樂,71.53,9.31
63000,89年12月,服務類-教養,90.27,7.46
63000,89年12月,服務類-娛樂,55.91,11.64
63000,89年12月,服務類-雜項,88.95,0.5
63000,90年1月,總指數(含食物),83.16,3.79
63000,90年1月,商品類(含食物),76.63,-0.45
63000,90年1月,商品類(不含食物),97.02,-1.2
63000,90年1月,商品類-非耐久性消費品(含食物),63.93,0.98
63000,90年1月,商品類-非耐久性消費品(不含食物),82.16,1.57
63000,90年1月,商品類-半耐久性消費品,89.03,-2.48
63000,90年1月,商品類-耐久性消費品,140.91,-3.13
63000,90年1月,服務類,88.08,6.89
63000,90年1月,服務類(不含食物),91.71,8.1
63000,90年1月,服務類-外食費,71.56,0.06
63000,90年1月,服務類-衣著,76.32,2.39
63000,90年1月,服務類-居住,97.06,1.56
63000,90年1月,服務類-交通及通訊,96.09,9.14
63000,90年1月,服務類-醫藥保健,72.85,0.23
63000,90年1月,服務類-教養娛樂,73.53,12.4
63000,90年1月,服務類-教養,90.27,7.49
63000,90年1月,服務類-娛樂,59.36,18.55
63000,90年1月,服務類-雜項,117.46,32.42
63000,90年2月,總指數(含食物),80.96,-1.11
63000,90年2月,商品類(含食物),75.72,-1.14
63000,90年2月,商品類(不含食物),96.16,-1.15
63000,90年2月,商品類-非耐久性消費品(含食物),63.32,-0.27
63000,90年2月,商品類-非耐久性消費品(不含食物),82.4,1.32
63000,90年2月,商品類-半耐久性消費品,86.33,-1.95
63000,90年2月,商品類-耐久性消費品,140.67,-3.25
63000,90年2月,服務類,84.88,-1.07
63000,90年2月,服務類(不含食物),87.84,-1.25
63000,90年2月,服務類-外食費,71.56,0.03
63000,90年2月,服務類-衣著,76.32,2.39
63000,90年2月,服務類-居住,95.67,-1.14
63000,90年2月,服務類-交通及通訊,95.95,7.54
63000,90年2月,服務類-醫藥保健,72.85,0.23
63000,90年2月,服務類-教養娛樂,71.85,5.79
63000,90年2月,服務類-教養,90.27,7.48
63000,90年2月,服務類-娛樂,56.45,3.81
63000,90年2月,服務類-雜項,90.05,-22.22
63000,90年3月,總指數(含食物),80.87,1.17
63000,90年3月,商品類(含食物),75.63,-0.72
63000,90年3月,商品類(不含食物),95.97,-1.17
63000,90年3月,商品類-非耐久性消費品(含食物),63.37,0.44
63000,90年3月,商品類-非耐久性消費品(不含食物),82.54,1.3
63000,90年3月,商品類-半耐久性消費品,85.66,-1.83
63000,90年3月,商品類-耐久性消費品,140.57,-3.42
63000,90年3月,服務類,84.78,2.54
63000,90年3月,服務類(不含食物),87.71,2.97
63000,90年3月,服務類-外食費,71.56,0.03
63000,90年3月,服務類-衣著,76.32,2.39
63000,90年3月,服務類-居住,95.65,0.19
63000,90年3月,服務類-交通及通訊,96.05,7.93
63000,90年3月,服務類-醫藥保健,72.85,0.23
63000,90年3月,服務類-教養娛樂,71.29,7.46
63000,90年3月,服務類-教養,90.27,7.46
63000,90年3月,服務類-娛樂,55.5,7.45
63000,90年3月,服務類-雜項,90.46,1.95
63000,90年4月,總指數(含食物),81.52,1.06
63000,90年4月,商品類(含食物),77.53,-0.41
63000,90年4月,商品類(不含食物),99.32,-1.12
63000,90年4月,商品類-非耐久性消費品(含食物),63.76,0.68
63000,90年4月,商品類-非耐久性消費品(不含食物),82.39,0.66
63000,90年4月,商品類-半耐久性消費品,96.18,-0.87
63000,90年4月,商品類-耐久性消費品,139.86,-3.47
63000,90年4月,服務類,84.46,2.15
63000,90年4月,服務類(不含食物),87.31,2.32
63000,90年4月,服務類-外食費,71.66,1.24
63000,90年4月,服務類-衣著,76.32,2.39
63000,90年4月,服務類-居住,95.07,-0.42
63000,90年4月,服務類-交通及通訊,93.77,5.14
63000,90年4月,服務類-醫藥保健,72.63,-0.03
63000,90年4月,服務類-教養娛樂,71.68,7.37
63000,90年4月,服務類-教養,90.27,7.46
63000,90年4月,服務類-娛樂,56.16,7.24
63000,90年4月,服務類-雜項,90.46,1.95
63000,90年5月,總指數(含食物),81.4,0.2
63000,90年5月,商品類(含食物),77.22,-2.12
63000,90年5月,商品類(不含食物),98.59,-1.61
63000,90年5月,商品類-非耐久性消費品(含食物),63.83,-1.72
63000,90年5月,商品類-非耐久性消費品(不含食物),82.49,0.41
63000,90年5月,商品類-半耐久性消費品,94.28,-1.71
63000,90年5月,商品類-耐久性消費品,139.23,-3.89
63000,90年5月,服務類,84.47,1.93
63000,90年5月,服務類(不含食物),87.32,1.97
63000,90年5月,服務類-外食費,71.66,1.69
63000,90年5月,服務類-衣著,76.32,2.39
63000,90年5月,服務類-居住,95.05,-0.48
63000,90年5月,服務類-交通及通訊,93.27,3.95
63000,90年5月,服務類-醫藥保健,72.16,-0.67
63000,90年5月,服務類-教養娛樂,72.04,6.92
63000,90年5月,服務類-教養,90.27,6.05
63000,90年5月,服務類-娛樂,56.79,7.99
63000,90年5月,服務類-雜項,90.34,1.47
63000,90年6月,總指數(含食物),81.43,0.14
63000,90年6月,商品類(含食物),77.19,-1.32
63000,90年6月,商品類(不含食物),98.17,-2.18
63000,90年6月,商品類-非耐久性消費品(含食物),64.41,-0.16
63000,90年6月,商品類-非耐久性消費品(不含食物),83.79,-0.4
63000,90年6月,商品類-半耐久性消費品,91.23,-2.82
63000,90年6月,商品類-耐久性消費品,139.45,-3.65
63000,90年6月,服務類,84.56,1.23
63000,90年6月,服務類(不含食物),87.58,1.51
63000,90年6月,服務類-外食費,70.9,-0.41
63000,90年6月,服務類-衣著,76.32,2.39
63000,90年6月,服務類-居住,95.03,-0.66
63000,90年6月,服務類-交通及通訊,93.42,3.89
63000,90年6月,服務類-醫藥保健,72.7,0.07
63000,90年6月,服務類-教養娛樂,72.75,6.47
63000,90年6月,服務類-教養,90.27,6.04
63000,90年6月,服務類-娛樂,58.01,6.97
63000,90年6月,服務類-雜項,90.47,-1.51
63000,90年7月,總指數(含食物),81.3,0.5
63000,90年7月,商品類(含食物),76.74,-0.51
63000,90年7月,商品類(不含食物),96.55,-2.33
63000,90年7月,商品類-非耐久性消費品(含食物),64.71,1.2
63000,90年7月,商品類-非耐久性消費品(不含食物),83.4,-0.62
63000,90年7月,商品類-半耐久性消費品,87.06,-2.31
63000,90年7月,商品類-耐久性消費品,139.32,-4.36
63000,90年7月,服務類,84.69,1.23
63000,90年7月,服務類(不含食物),87.97,1.85
63000,90年7月,服務類-外食費,69.76,-2.45
63000,90年7月,服務類-衣著,76.32,0
63000,90年7月,服務類-居住,94.88,-0.66
63000,90年7月,服務類-交通及通訊,97.03,7.27
63000,90年7月,服務類-醫藥保健,75.43,3.54
63000,90年7月,服務類-教養娛樂,72.89,4.76
63000,90年7月,服務類-教養,90.28,4.78
63000,90年7月,服務類-娛樂,58.26,4.77
63000,90年7月,服務類-雜項,89.58,0.8
63000,90年8月,總指數(含食物),81.97,1.01
63000,90年8月,商品類(含食物),78.05,0.49
63000,90年8月,商品類(不含食物),95.97,-1.98
63000,90年8月,商品類-非耐久性消費品(含食物),66.95,2.84
63000,90年8月,商品類-非耐久性消費品(不含食物),83.91,0.61
63000,90年8月,商品類-半耐久性消費品,84.99,-2.46
63000,90年8月,商品類-耐久性消費品,138.8,-4.6
63000,90年8月,服務類,84.85,1.42
63000,90年8月,服務類(不含食物),88.01,1.85
63000,90年8月,服務類-外食費,70.52,-1.15
63000,90年8月,服務類-衣著,76.32,0
63000,90年8月,服務類-居住,94.78,-0.8
63000,90年8月,服務類-交通及通訊,99.83,9.4
63000,90年8月,服務類-醫藥保健,75.43,3.54
63000,90年8月,服務類-教養娛樂,72.18,4.07
63000,90年8月,服務類-教養,90.29,4.72
63000,90年8月,服務類-娛樂,57.01,3.3
63000,90年8月,服務類-雜項,89.58,0.71
63000,90年9月,總指數(含食物),82.06,0.01
63000,90年9月,商品類(含食物),78.65,0.1
63000,90年9月,商品類(不含食物),95.39,-2.56
63000,90年9月,商品類-非耐久性消費品(含食物),67.84,2.08
63000,90年9月,商品類-非耐久性消費品(不含食物),82.98,-1.21
63000,90年9月,商品類-半耐久性消費品,84.45,-2.18
63000,90年9月,商品類-耐久性消費品,138.88,-4.55
63000,90年9月,服務類,84.55,-0.06
63000,90年9月,服務類(不含食物),87.64,0.16
63000,90年9月,服務類-外食費,70.55,-1.36
63000,90年9月,服務類-衣著,76.32,0
63000,90年9月,服務類-居住,94.75,-1.03
63000,90年9月,服務類-交通及通訊,98.43,6.38
63000,90年9月,服務類-醫藥保健,75.43,3.54
63000,90年9月,服務類-教養娛樂,71.49,0.2
63000,90年9月,服務類-教養,90.88,0.68
63000,90年9月,服務類-娛樂,55.38,-0.38
63000,90年9月,服務類-雜項,89.58,-2.25
63000,90年10月,總指數(含食物),82.85,0.76
63000,90年10月,商品類(含食物),80.48,1.58
63000,90年10月,商品類(不含食物),99.56,-1.4
63000,90年10月,商品類-非耐久性消費品(含食物),67.2,3.32
63000,90年10月,商品類-非耐久性消費品(不含食物),81.22,-1.65
63000,90年10月,商品類-半耐久性消費品,98.86,0.22
63000,90年10月,商品類-耐久性消費品,139.12,-2.88
63000,90年10月,服務類,84.5,0.14
63000,90年10月,服務類(不含食物),87.51,0.31
63000,90年10月,服務類-外食費,70.89,-0.88
63000,90年10月,服務類-衣著,76.32,0
63000,90年10月,服務類-居住,94.77,-0.91
63000,90年10月,服務類-交通及通訊,97.49,5.33
63000,90年10月,服務類-醫藥保健,75.43,3.54
63000,90年10月,服務類-教養娛樂,70.7,-1.09
63000,90年10月,服務類-教養,90.88,0.68
63000,90年10月,服務類-娛樂,54.02,-3.21
63000,90年10月,服務類-雜項,91.61,2.99
63000,90年11月,總指數(含食物),81.89,-0.93
63000,90年11月,商品類(含食物),78.94,-1.73
63000,90年11月,商品類(不含食物),99.65,-1.6
63000,90年11月,商品類-非耐久性消費品(含食物),65.11,-1.84
63000,90年11月,商品類-非耐久性消費品(不含食物),81.28,-1.65
63000,90年11月,商品類-半耐久性消費品,99.77,-0.27
63000,90年11月,商品類-耐久性消費品,138,-2.99
63000,90年11月,服務類,83.99,-0.36
63000,90年11月,服務類(不含食物),86.76,-0.45
63000,90年11月,服務類-外食費,71.55,0.22
63000,90年11月,服務類-衣著,76.32,0
63000,90年11月,服務類-居住,94.15,-1.56
63000,90年11月,服務類-交通及通訊,96.57,4.29
63000,90年11月,服務類-醫藥保健,75.43,3.54
63000,90年11月,服務類-教養娛樂,70.16,-1.45
63000,90年11月,服務類-教養,90.88,0.68
63000,90年11月,服務類-娛樂,53.08,-4.05
63000,90年11月,服務類-雜項,89.53,0.65
63000,90年12月,總指數(含食物),80.98,-1.38
63000,90年12月,商品類(含食物),77.05,-2.25
63000,90年12月,商品類(不含食物),98.24,-2.28
63000,90年12月,商品類-非耐久性消費品(含食物),63.22,-2.38
63000,90年12月,商品類-非耐久性消費品(不含食物),80.32,-2.68
63000,90年12月,商品類-半耐久性消費品,96.92,-1.48
63000,90年12月,商品類-耐久性消費品,137.92,-2.68
63000,90年12月,服務類,83.86,-0.75
63000,90年12月,服務類(不含食物),86.57,-0.92
63000,90年12月,服務類-外食費,71.72,0.27
63000,90年12月,服務類-衣著,76.32,0
63000,90年12月,服務類-居住,94.08,-1.58
63000,90年12月,服務類-交通及通訊,95.22,1.39
63000,90年12月,服務類-醫藥保健,75.43,3.54
63000,90年12月,服務類-教養娛樂,70.22,-1.83
63000,90年12月,服務類-教養,90.88,0.68
63000,90年12月,服務類-娛樂,53.2,-4.85
63000,90年12月,服務類-雜項,89.28,0.37
63000,91年1月,總指數(含食物),80.9,-2.72
63000,91年1月,商品類(含食物),76.56,-0.09
63000,91年1月,商品類(不含食物),95.64,-1.42
63000,91年1月,商品類-非耐久性消費品(含食物),64.27,0.53
63000,91年1月,商品類-非耐久性消費品(不含食物),80.59,-1.91
63000,91年1月,商品類-半耐久性消費品,88.7,-0.37
63000,91年1月,商品類-耐久性消費品,138.25,-1.89
63000,91年1月,服務類,84.1,-4.52
63000,91年1月,服務類(不含食物),86.86,-5.29
63000,91年1月,服務類-外食費,71.72,0.22
63000,91年1月,服務類-衣著,76.32,0
63000,91年1月,服務類-居住,93.92,-3.24
63000,91年1月,服務類-交通及通訊,95.5,-0.61
63000,91年1月,服務類-醫藥保健,75.43,3.54
63000,91年1月,服務類-教養娛樂,71.33,-2.99
63000,91年1月,服務類-教養,90.88,0.68
63000,91年1月,服務類-娛樂,55.1,-7.18
63000,91年1月,服務類-雜項,89.16,-24.09
63000,91年2月,總指數(含食物),82.32,1.69
63000,91年2月,商品類(含食物),75.95,0.3
63000,91年2月,商品類(不含食物),94.34,-1.89
63000,91年2月,商品類-非耐久性消費品(含食物),64.35,1.63
63000,91年2月,商品類-非耐久性消費品(不含食物),80.91,-1.81
