管理機關,土地標示名稱,宗地面積（平方公尺）,持分面積（平方公尺）,列帳金額（元）
財政局,臺北市中正區南海段五小段0074-0002,238,238,111724578
財政局,臺北市中正區南海段五小段0277-0000,142,142,53770004
財政局,臺北市中正區南海段五小段0596-0000,23,23,8878000
財政局,臺北市中正區南海段五小段0598-0002,3,3,1158000
財政局,臺北市中正區南海段五小段0604-0001,33,33,18777000
財政局,臺北市中正區南海段五小段0635-0000,327,327,165750087
財政局,臺北市中正區福和段一小段0268-0000,2,2,696000
財政局,臺北市中正區福和段一小段0676-0000,1,1,394000
財政局,臺北市中正區福和段一小段0709-0000,85,85,36550000
財政局,臺北市中正區福和段二小段0060-0001,1,0.6,147600
財政局,臺北市中正區福和段二小段0060-0002,23,13.8,3394800
財政局,臺北市中正區福和段二小段0060-0019,175,175,43050000
財政局,臺北市中正區福和段二小段0106-0000,2,2,492000
財政局,臺北市中正區福和段二小段0139-0000,11,11,2706000
財政局,臺北市中正區福和段二小段0144-0000,5,5,1230000
財政局,臺北市中正區福和段二小段0154-0000,22,22,5412000
財政局,臺北市中正區福和段二小段0159-0000,6,6,1476000
財政局,臺北市中正區福和段二小段0164-0002,121,72.6,17859600
財政局,臺北市中正區福和段二小段0169-0000,36,21.6,5313600
財政局,臺北市中正區福和段二小段0171-0001,10,6,1476000
財政局,臺北市中正區福和段二小段0171-0008,245,245,60270000
財政局,臺北市中正區福和段二小段0172-0000,1,1,246000
財政局,臺北市中正區福和段二小段0172-0001,40,40,9840000
財政局,臺北市中正區福和段二小段0645-0002,50,50,15900000
財政局,臺北市中正區福和段二小段0687-0000,3,3,27300
財政局,臺北市中正區永昌段六小段0118-0000,5,5,1245000
財政局,臺北市中正區永昌段六小段0118-0002,6,6,1680000
財政局,臺北市中正區永昌段六小段0123-0000,17,17,4575992
財政局,臺北市中正區永昌段六小段0151-0001,1,1,298000
財政局,臺北市中正區永昌段六小段0168-0000,32,32,8210016
財政局,臺北市中正區中正段一小段0038-0000,2,2,998000
財政局,臺北市中正區中正段一小段0332-0000,57,57,24168000
財政局,臺北市中正區中正段二小段0431-0000,46,46,35420000
財政局,臺北市中正區中正段二小段0485-0000,31,31,15469000
財政局,臺北市中正區臨沂段一小段0146-0000,7,7,4261201
財政局,臺北市中正區臨沂段一小段0262-0000,219,219,119367702
財政局,臺北市中正區臨沂段一小段0303-0000,157,157,78343000
財政局,臺北市中正區臨沂段一小段0306-0000,162,162,80838000
財政局,臺北市中正區臨沂段一小段0307-0000,156,156,77844000
財政局,臺北市中正區臨沂段一小段0308-0000,156,156,77844000
財政局,臺北市中正區臨沂段一小段0363-0000,144,144,77238000
財政局,臺北市中正區臨沂段一小段0364-0000,105,105,56385000
財政局,臺北市中正區臨沂段一小段0406-0001,1,1,522000
財政局,臺北市中正區臨沂段一小段0487-0000,3,3,1497000
財政局,臺北市中正區臨沂段一小段0586-0000,220,220,124080000
財政局,臺北市中正區臨沂段二小段0010-0001,1,1,499000
財政局,臺北市中正區臨沂段二小段0165-0003,2,2,998000
財政局,臺北市中正區臨沂段二小段0316-0000,73,73,50005000
財政局,臺北市中正區臨沂段三小段0109-0000,35,35,17465000
財政局,臺北市中正區臨沂段三小段0300-0003,93,93,46407000
財政局,臺北市中正區臨沂段三小段0396-0000,358,358,178642000
財政局,臺北市中正區臨沂段三小段0396-0001,5,5,2495000
財政局,臺北市中正區臨沂段三小段0406-0000,302,302,150698000
財政局,臺北市中正區臨沂段三小段0418-0000,185,185,188566060
財政局,臺北市中正區臨沂段三小段0419-0000,190,190,193643440
財政局,臺北市中正區臨沂段三小段0459-0000,57,57,54251973
財政局,臺北市中正區臨沂段四小段0282-0001,19,19,9481000
財政局,臺北市中正區臨沂段四小段0282-0003,70,70,34930000
財政局,臺北市中正區成功段一小段0113-0000,1127,1023.41,908232368
財政局,臺北市中正區成功段二小段0098-0001,3,2.15,1193250
財政局,臺北市中正區成功段三小段0004-0000,70,70,19880000
財政局,臺北市中正區成功段三小段0006-0000,95,11.75,3337000
財政局,臺北市中正區公園段一小段0025-0000,6,6,3378000
財政局,臺北市中正區公園段一小段0026-0000,56,56,31528000
財政局,臺北市中正區公園段二小段0064-0000,6,6,4470156
財政局,臺北市中正區公園段二小段0065-0000,32,32,23840832
財政局,臺北市中正區公園段二小段0068-0000,16,16,11897936
財政局,臺北市中正區公園段二小段0069-0000,87,87,64695027
財政局,臺北市中正區公園段二小段0070-0000,17,17,12636168
財政局,臺北市中正區公園段二小段0071-0000,95,95,70613880
財政局,臺北市中正區公園段二小段0072-0000,18,18,14145804
財政局,臺北市中正區公園段二小段0073-0000,97,97,76230166
財政局,臺北市中正區公園段二小段0074-0000,140,140,165336220
財政局,臺北市中正區公園段二小段0075-0000,92,92,108649516
財政局,臺北市中正區公園段二小段0076-0000,14.76,14.76,15879753
財政局,臺北市中正區公園段二小段0077-0000,62,62,66543856
財政局,臺北市中正區公園段二小段0078-0000,14.77,14.77,14541109
財政局,臺北市中正區公園段二小段0079-0000,71,71,69901914
財政局,臺北市中正區公園段二小段0092-0000,17,17,10710000
財政局,臺北市中正區公園段二小段0093-0000,14,14,8820000
財政局,臺北市中正區公園段二小段0101-0000,30,30,27964020
財政局,臺北市中正區公園段二小段0102-0000,201,201,187358934
財政局,臺北市中正區公園段三小段0013-0000,383,383,241290000
財政局,臺北市中正區公園段三小段0014-0000,423,423,266490000
財政局,臺北市中正區公園段三小段0015-0001,38,38,21128000
財政局,臺北市中正區公園段三小段0015-0002,36,36,20016000
財政局,臺北市中正區公園段三小段0015-0003,23,23,14490000
財政局,臺北市中正區公園段三小段0015-0005,42,42,26460000
財政局,臺北市中正區公園段三小段0015-0008,15,15,8340000
財政局,臺北市中正區公園段三小段0017-0000,209,209,116204000
財政局,臺北市中正區公園段三小段0018-0000,786,786,437016000
財政局,臺北市中正區公園段三小段0019-0000,100,100,55600000
財政局,臺北市中正區公園段三小段0020-0001,314,314,174584000
財政局,臺北市中正區公園段三小段0021-0000,59,59,40209326
財政局,臺北市中正區公園段三小段0021-0001,40,40,22240000
財政局,臺北市中正區公園段三小段0025-0000,95,95,64777935
財政局,臺北市中正區城中段一小段0106-0000,61,61,37697024
財政局,臺北市中正區城中段一小段0245-0001,6,0.44,482485
財政局,臺北市中正區城中段二小段0021-0000,219,219,136922961
財政局,臺北市中正區城中段二小段0110-0001,9,9,6183000
財政局,臺北市中正區城中段二小段0447-0000,21,21,18474750
財政局,臺北市中正區南海段二小段0105-0002,15,15,7590000
財政局,臺北市萬華區青年段一小段0175-0000,25,25,4550000
財政局,臺北市萬華區青年段一小段0247-0000,51,51,9282000
財政局,臺北市萬華區青年段一小段0256-0000,7,7,1274000
財政局,臺北市萬華區青年段一小段0288-0000,46,46,8372000
財政局,臺北市萬華區青年段一小段0421-0000,5,5,1560000
財政局,臺北市萬華區青年段一小段0422-0000,4,4,1248000
財政局,臺北市萬華區青年段一小段0587-0002,37,37,6734000
財政局,臺北市萬華區青年段一小段0963-0008,37,37,6734000
財政局,臺北市萬華區雙園段一小段0003-0003,12,12,3972000
財政局,臺北市萬華區雙園段一小段0033-0000,3,3,489000
財政局,臺北市萬華區雙園段一小段0267-0000,48,22,3634136
財政局,臺北市萬華區雙園段一小段0537-0000,4170,1351.91,220361330
財政局,臺北市萬華區雙園段一小段0706-0000,266,266,49274106
財政局,臺北市萬華區雙園段一小段0727-0000,51,28.05,4684911
財政局,臺北市萬華區雙園段二小段0542-0007,8,8,1328000
財政局,臺北市萬華區雙園段二小段0542-0008,1,1,202000
財政局,臺北市萬華區雙園段三小段0275-0000,17,17,2856000
財政局,臺北市萬華區雙園段三小段0885-0006,224,224,59836000
財政局,臺北市萬華區莒光段一小段0416-0001,2,2,412000
財政局,臺北市萬華區莒光段一小段0604-0010,167,167,34402000
財政局,臺北市萬華區莒光段一小段0604-0011,16,16,3296000
財政局,臺北市萬華區莒光段一小段0604-0012,15,15,3090000
財政局,臺北市萬華區莒光段一小段0604-0015,16,16,3296000
財政局,臺北市萬華區莒光段一小段0604-0016,13,13,2678000
財政局,臺北市萬華區莒光段一小段0604-0019,2,2,412000
財政局,臺北市萬華區莒光段二小段0269-0000,18,18,3708000
財政局,臺北市萬華區莒光段二小段0640-0000,56,56,13641992
財政局,臺北市萬華區莒光段二小段0640-0002,65,65,15150005
財政局,臺北市萬華區莒光段二小段0810-0000,47,47,11186000
財政局,臺北市萬華區莒光段二小段0810-0005,27,27,6426000
財政局,臺北市萬華區莒光段三小段0141-0001,7,7,1190000
財政局,臺北市萬華區莒光段三小段0141-0016,30,30,7440000
財政局,臺北市萬華區莒光段三小段0185-0002,45,45,11835000
財政局,臺北市萬華區莒光段三小段0191-0001,101,101,26563000
財政局,臺北市萬華區莒光段三小段0191-0006,45,45,9045000
財政局,臺北市萬華區莒光段三小段0191-0007,28,28,4760000
財政局,臺北市萬華區莒光段三小段0191-0008,51,51,8670000
財政局,臺北市萬華區莒光段三小段0198-0005,52,52,8840000
財政局,臺北市萬華區莒光段三小段0224-0000,309,309,55785006
財政局,臺北市萬華區莒光段三小段0224-0003,247,247,41990000
財政局,臺北市萬華區莒光段三小段0224-0004,105,105,17850000
財政局,臺北市萬華區莒光段三小段0240-0005,161,161,27370000
財政局,臺北市萬華區莒光段三小段0240-0007,201,201,34170000
財政局,臺北市萬華區莒光段三小段0240-0010,85,85,16399985
財政局,臺北市萬華區莒光段三小段0240-0013,1,1,170000
財政局,臺北市萬華區莒光段三小段0240-0015,6,6,1020000
財政局,臺北市萬華區莒光段三小段0342-0002,34,34,8244014
財政局,臺北市萬華區莒光段三小段0456-0001,1,1,248000
財政局,臺北市萬華區莒光段四小段0053-0000,161,161,32028052
財政局,臺北市萬華區莒光段四小段0053-0001,122,122,23424000
財政局,臺北市萬華區莒光段四小段0053-0002,248,248,47616000
財政局,臺北市萬華區莒光段四小段0053-0005,18,18,4734000
財政局,臺北市萬華區莒光段四小段0629-0002,3,3,546000
財政局,臺北市萬華區莒光段四小段0862-0001,3,3,831000
財政局,臺北市萬華區莒光段四小段1143-0001,7,7,1939000
財政局,臺北市萬華區莒光段四小段1143-0002,2,2,554000
財政局,臺北市萬華區莒光段四小段1143-0003,8,8,2216000
財政局,臺北市萬華區華中段一小段0285-0001,4,4,1172000
財政局,臺北市萬華區華中段一小段0285-0002,9,9,2637000
財政局,臺北市萬華區華中段一小段0500-0000,143,143,27775033
財政局,臺北市萬華區華中段二小段0068-0000,106,0.99,225720
財政局,臺北市萬華區華中段二小段0305-0000,490,490,106200150
財政局,臺北市萬華區華中段二小段0540-0000,86,86,15887984
財政局,臺北市萬華區華中段二小段0542-0001,6,6,1008000
財政局,臺北市萬華區華中段二小段0542-0005,13,13,2184000
財政局,臺北市萬華區華中段二小段0542-0009,424,424,71232000
財政局,臺北市萬華區華中段二小段0665-0000,39,39,6552000
財政局,臺北市萬華區華中段二小段0677-0000,38,38,6384000
財政局,臺北市萬華區華中段三小段0124-0000,26,26,5096000
財政局,臺北市萬華區華中段三小段0551-0000,1016,1016,175055784
財政局,臺北市萬華區華中段三小段0551-0081,23,23,3703000
財政局,臺北市萬華區華中段三小段0551-0082,24,24,3864000
財政局,臺北市萬華區華中段三小段0551-0114,1,1,161000
財政局,臺北市萬華區華中段三小段0551-0115,18,18,2898000
財政局,臺北市萬華區華中段三小段0551-0118,18,18,3493008
財政局,臺北市萬華區華中段三小段0553-0029,22,22,3751990
財政局,臺北市萬華區華中段三小段0553-0032,20,20,3395000
財政局,臺北市萬華區華中段三小段0553-0036,21,21,3555993
財政局,臺北市萬華區華中段三小段0553-0061,140,140,22540000
財政局,臺北市萬華區華中段三小段0553-0062,202,202,32522000
財政局,臺北市萬華區華中段三小段0553-0063,230,230,45080000
財政局,臺北市萬華區華中段三小段0554-0037,368,368,59248000
財政局,臺北市萬華區華中段三小段0554-0048,28,28,4508000
財政局,臺北市萬華區華中段三小段0554-0051,29,29,4669000
財政局,臺北市萬華區華中段三小段0554-0070,15,15,2415000
財政局,臺北市萬華區華中段三小段0556-0000,28,28,4508000
財政局,臺北市萬華區華中段三小段0558-0000,601,601,96761000
財政局,臺北市萬華區華中段三小段0558-0062,19,19,3059000
財政局,臺北市萬華區華中段三小段0574-0002,20,20,3220000
財政局,臺北市萬華區華中段三小段0574-0014,19,19,3059000
財政局,臺北市萬華區華中段三小段0574-0145,22,22,3542000
財政局,臺北市萬華區華中段三小段0582-0006,1,1,161000
財政局,臺北市萬華區華中段三小段0584-0000,335,335,53935000
財政局,臺北市萬華區華中段三小段0584-0012,36,36,5796000
財政局,臺北市萬華區華中段三小段0584-0014,5,5,805000
財政局,臺北市萬華區華中段四小段0269-0000,90,90,16071030
財政局,臺北市萬華區華中段四小段0319-0001,2,2,384000
財政局,臺北市萬華區華中段四小段0348-0001,13,13,2496000
財政局,臺北市萬華區華中段四小段0363-0001,23,23,4416000
財政局,臺北市萬華區華中段四小段0375-0000,15,15,2880000
財政局,臺北市萬華區華中段四小段0378-0000,6,6,1152000
財政局,臺北市萬華區華江段一小段0001-0000,2196,171.45,36930673
財政局,臺北市萬華區華江段一小段0002-0003,3628,558.15,113964741
財政局,臺北市萬華區華江段一小段0130-0000,2073,300.07,52212180
財政局,臺北市萬華區華江段一小段0208-0000,25,25,4350000
財政局,臺北市萬華區華江段一小段0208-0003,3,3,522000
財政局,臺北市萬華區華江段一小段0573-0000,46,46,8004000
財政局,臺北市萬華區華江段一小段0577-0000,17,17,2958000
財政局,臺北市萬華區華江段二小段0002-0000,1127,16.57,3860810
財政局,臺北市萬華區華江段二小段0039-0000,293,9.1,1998087
財政局,臺北市萬華區華江段二小段0154-0000,86,86,14792000
